,Name,Price,Brand,Review counts,Review score,Product status,Company name,Link,Inches,Inches Type,Ratio Inches/€
147,"Monitor - MO24AS83 ASUS, 24"", Full-HD, 5 ms, Displayport|HDMI|Jack Audio|USB|USB 2,0|VGA, ",204.85,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-mo24as83-asus-24-full-hd-5-ms-displayportorhdmiorjack-audioorusborusb-20orvga-negro-98691979.html,24.0,Inch1,0.11715889675372224
148,"Monitor - 86UH5F-H LG, 86"", UHD 4K, 8 ms, DVI|Displayport|HDMI|USB|WiFi, ",4391.7,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-86uh5f-h-lg-electronics-75-suhd-4k-8-ms-dviordisplayportorhdmiorusborwifi-negro-98692590.html,86.0,Inch3,0.01958239406152515
149,"Monitor - 9H,LHSLA,TBE BENQ, 21,5"", Full-HD, 5 ms, DVI|HDMI|USB|VGA, ",151.93,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-9hlhslatbe-benq-22-full-hd-5-ms-dviorhdmiorusborvga-negro-98692103.html,21.5,Inch1,0.14151253866912394
150,"Monitor - AG493QCX AOC, 49"", UHD 4K, 1 ms, Displayport|HDMI|USB|USB-C, ",971.33,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ag493qcx-aoc-49-uhd-4k-1-ms-displayportorhdmiorusborusb-c-negro-98692466.html,49.0,Inch3,0.050446295285845176
151,"Monitor - 32BN67U-B LG, 32"", UHD 4K, 1 ms, Displayport|HDMI|Jack Audio|USB|USB 2,0|USB 3,0, ",544.21,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-32bn67u-b-lg-electronics-32-uhd-4k-1-ms-displayportorhdmiorjack-audioorusborusb-20orusb-30-negro-98691059.html,32.0,Inch2,0.05880083056173168
152,"Monitor - LS32BM700UUXEN SAMSUNG, 32"", UHD 4K, 4 ms, Bluetooth|DVI|HDMI|USB|USB-C|WiFi, ",300.35,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls32bm700uuxen-samsung-32-uhd-4k-4-ms-bluetoothordviorhdmiorusborusb-corwifi-negro-98691319.html,32.0,Inch2,0.10654236723822207
153,"Monitor - 40WP95X-W LG ELECTRONICS, 40"", UHD 4K, 5 ms, Displayport|HDMI|USB, ",1424.0,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-40wp95x-w-lg-electronics-40-uhd-4k-5-ms-displayportorhdmiorusb-blanco-98693733.html,40.0,Inch3,0.028089887640449437
154,"Monitor - F27T452FQR SAMSUNG, 27"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",203.75,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-f27t452fqr-samsung-27-full-hd-5-ms-dviordisplayportorhdmiorusborusb-20-negro-98692981.html,27.0,Inch3,0.1325153374233129
155,"Monitor - 8MB11AA#ABB HP, 27"", WQHD, 5 ms, HDMI|USB|VGA, ",257.16,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-8mb11aaabb-hp-27-wqhd-5-ms-hdmiorusborvga-negro-98693894.html,27.0,Inch3,0.10499300046663555
156,"Monitor - dell-p2223hc DELL, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|USB-C, ",212.12,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-p2223hc-dell-24-full-hd-5-ms-displayportorhdmiorusborusb-c-negro-98691869.html,24.0,Inch1,0.11314350367716387
157,"Monitor - UltraSharp U4320Q DELL, 42"", SUHD 4K, 8 ms, DVI|Displayport|HDMI|USB|USB-C|VGA, ",756.96,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ultrasharp-u4320q-dell-42-suhd-4k-8-ms-dviordisplayportorhdmiorusborusb-corvga-negro-98691242.html,42.0,Inch3,0.05548509828788839
158,"Monitor - P2723QE DELL, 27"", SUHD 4K, 5 ms, Displayport|HDMI|USB|USB-C, ",497.23,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-p2723qe-dell-27-suhd-4k-5-ms-displayportorhdmiorusborusb-c-negro-98693323.html,27.0,Inch3,0.05430082657924904
159,"Monitor - G-MasterGB3461WQSU IIYAMA, 34"", QHD, 1 ms, DVI|Displayport|HDMI|USB|USB 3,0|WiFi, ",449.21,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-g-master-gb3461wqsu-iiyama-34-wqhd-1-ms-dviordisplayportorhdmiorusborusb-30orwifi-negro-98692211.html,34.0,Inch2,0.07568843080073907
160,"Monitor - GW2785TC BENQ, 27"", Full-HD, 5 ms, Displayport|HDMI|USB|USB-C, ",241.46,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gw2785tc-benq-27-full-hd-5-ms-displayportorhdmiorusborusb-c-negro-98692730.html,27.0,Inch3,0.11181976310776112
161,"Monitor - VG2440 VIEWSONIC, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",160.16,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg2440-viewsonic-24-full-hd-5-ms-displayportorhdmiorusborvga-negro-98693426.html,24.0,Inch1,0.14985014985014986
162,"Monitor - PD3420Q BENQ, 34"", QHD, 5 ms, DVI|Displayport|HDMI|USB|USB-C, ",958.29,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-pd3420q-benq-34-wqhd-5-ms-dviordisplayportorhdmiorusborusb-c-negro-98693375.html,34.0,Inch2,0.03547986517651233
163,"Monitor - P2423DE DELL, 24"", QHD, 5 ms, Displayport|USB|USB-C, ",342.1,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-p2423de-dell-24-wqhd-5-ms-displayportorusborusb-c-negro-98691676.html,24.0,Inch1,0.07015492546039169
164,"Monitor - 62A9GAT1EU LENOVO, 27"", Full-HD, 4 ms, DVI|Displayport|Ethernet|HDMI|USB|USB-C, ",489.37,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-62a9gat1eu-lenovo-27-full-hd-4-ms-dviordisplayportorethernetorhdmiorusborusb-c-negro-98691728.html,27.0,Inch3,0.055172977501685844
165,"Monitor - T27h-2L(C19270QT1) LENOVO, 27"", WQHD, 6 ms, Displayport|HDMI|USB|USB-C, ",347.91,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-t27h-2lc19270qt1-lenovo-27-wqhd-4-ms-displayportorhdmiorusborusb-c-negro-98693617.html,27.0,Inch3,0.07760627748555661
166,"Monitor - DELL-S2422HZ DELL, 24"", Full-HD, 4 ms, Displayport|HDMI|USB|USB-C, ",254.92,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-s2422hz-dell-24-full-hd-4-ms-displayportorhdmiorusborusb-c-negro-98691393.html,24.0,Inch1,0.09414718343009572
167,"Monitor - S Series S3422DW DELL, 34"", QHD, 4 ms, Displayport|HDMI|USB|USB 2,0|USB 3,0, ",511.0,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-s-series-s3422dw-dell-34-wqhd-4-ms-displayportorhdmiorusborusb-20orusb-30-negro-98692987.html,34.0,Inch2,0.06653620352250489
168,"Monitor - 34GP950G-B LG, 34"", QHD, 1 ms, Displayport|HDMI|USB, ",1037.41,LG,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-34gp950g-b-lg-electronics-34-wqhd-1-ms-displayportorhdmiorusb-negro-98693816.html,34.0,Inch2,0.032773927376832684
169,"Monitor - C27G2U/BK AOC, 27"", Full-HD, 1 ms, DVI|Displayport|HDMI|Jack Audio|USB|USB 3,0|VGA, ",240.23,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-c27g2ubk-aoc-27-full-hd-1-ms-dviordisplayportorhdmiorjack-audioorusborusb-30orvga-negro-98694055.html,27.0,Inch3,0.11239229072139201
170,"Monitor - CU34G2/BK AOC, 34"", WQHD, 1 ms, Bluetooth|Displayport|HDMI|USB|USB 3,0|VGA, ",418.85,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-cu34g2bk-aoc-34-wqhd-1-ms-bluetoothordisplayportorhdmiorusborusb-30orvga-negro-98690984.html,34.0,Inch2,0.08117464486092874
171,"Monitor - 62CAUAT1WL LENOVO, 18"", Full-HD, 6 ms, Displayport|HDMI|USB|USB 2,0|USB-C, ",249.83,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-62cauat1wl-lenovo-18-full-hd-6-ms-displayportorhdmiorusborusb-20orusb-c-negro-98690985.html,18.0,Inch1,0.0720489933154545
172,"Monitor - DELL-P2722HE DELL, 27"", Full-HD, 5 ms, Displayport|Ethernet|HDMI|USB|USB 2,0|USB-C, ",286.34,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-p2722he-dell-27-full-hd-5-ms-displayportorethernetorhdmiorusborusb-20orusb-c-negro-98693020.html,27.0,Inch3,0.09429349724104212
173,"Monitor - B1980D-W1 IIYAMA, 19"", VGA, 5 ms, DVI|HDMI|USB|VGA, ",178.04,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-b1980d-w1-iiyama-19-vga-5-ms-dviorhdmiorusborvga-blanco-98691067.html,19.0,Inch1,0.10671759155246012
174,"Monitor - DELL-P2222HWOS DELL, 22"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",199.38,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-p2222hwos-dell-22-full-hd-5-ms-displayportorhdmiorusborvga-negro-98691895.html,22.0,Inch1,0.11034206038720032
175,"Monitor - DELL-E2723HN DELL, 27"", Full-HD, 5 ms, HDMI|USB|VGA, ",192.28,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-e2723hn-dell-27-full-hd-5-ms-hdmiorusborvga-negro-98692742.html,27.0,Inch3,0.14042022051175368
176,"Monitor - 32UP550-W LG, 32"", UHD 4K, 4 ms, Bluetooth|Displayport|HDMI|USB|USB 3,0|USB-C, ",502.61,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-32up550-w-lg-electronics-32-uhd-4k-4-ms-bluetoothordisplayportorhdmiorusborusb-30orusb-c-negro-98692746.html,32.0,Inch2,0.06366765484172619
177,"Monitor - G34WQC A GIGABYTE, 34"", WQHD, 1 ms, Displayport|HDMI|USB, ",483.79,GIGABYTE,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-g34wqc-a-gigabyte-34-wqhd-1-ms-displayportorhdmiorusb-negro-98691142.html,34.0,Inch2,0.0702784265900494
178,"Monitor - LF27G35TFWUXEN SAMSUNG, 27"", Full-HD, 1 ms, Displayport|HDMI|USB|VGA, ",232.17,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-lf27g35tfwuxen-samsung-27-full-hd-1-ms-displayportorhdmiorusborvga-negro-98692302.html,27.0,Inch3,0.11629409484429513
179,"Monitor - 34BN770-B LG, 34"", QHD, 5 ms, Displayport|HDMI|USB, ",577.07,LG,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-34bn770-b-lg-electronics-34-qhd-5-ms-displayportorhdmiorusb-negro-98693936.html,34.0,Inch2,0.05891832879893253
180,"Monitor - 27M1N3200VA/00 PHILIPS, 27"", Full-HD, 1 ms, Displayport|HDMI|USB|USB-C, ",277.33,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27m1n3200va00-philips-27-full-hd-1-ms-displayportorhdmiorusborusb-c-negro-98693169.html,27.0,Inch3,0.09735693938629071
181,"Monitor - 346B1C PHILIPS, 34"", WQHD, 4 ms, Displayport|HDMI|USB|USB-C, ",546.34,PHILIPS,2,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-346b1c-philips-34-wqhd-4-ms-displayportorhdmiorusborusb-c-negro-98694018.html,34.0,Inch2,0.06223230955082915
182,"Monitor - CQ32G3SU/BK AOC, 32"", WQHD, 1 ms, Displayport|HDMI|USB, ",393.14,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-cq32g3subk-aoc-32-wqhd-1-ms-displayportorhdmiorusb-negro-98693395.html,32.0,Inch2,0.08139594037747368
183,"Monitor - G2230HS-B1 IIYAMA, 21,5"", Full-HD, 0,8 ms, DVI|Displayport|HDMI|USB|VGA, ",133.11,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-g2230hs-b1-iiyama-22-full-hd-8-ms-dviordisplayportorhdmiorusborvga-negro-98692043.html,21.5,Inch1,0.16152054691608442
184,"Monitor - S24AG320NU SAMSUNG, 24"", Full-HD, 1 ms, Displayport|HDMI|USB, ",202.73,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-s24ag320nu-samsung-24-full-hd-1-ms-displayportorhdmiorusb-negro-98692101.html,24.0,Inch1,0.1183840576135747
185,"Monitor - DELL-E2422HS DELL, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",191.73,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-e2422hs-dell-24-full-hd-5-ms-displayportorhdmiorusborvga-negro-98691528.html,24.0,Inch1,0.12517602879048662
186,"Monitor - GW2485TC BENQ, 23,8"", Full-HD, 5 ms, Displayport|HDMI|USB|USB-C, ",219.19,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gw2485tc-benq-238-full-hd-5-ms-displayportorhdmiorusborusb-c-negro-98691833.html,23.8,Inch1,0.10858159587572426
187,"Monitor - F24T452FQR SAMSUNG, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",210.35,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-f24t452fqr-samsung-24-full-hd-5-ms-displayportorhdmiorusborvga-negro-98692030.html,24.0,Inch1,0.1140955550273354
188,"Monitor - DELL-U2520D DELL, 24"", WQHD, 8 ms, DVI|Displayport|HDMI|USB|USB-C, ",405.88,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-u2520d-dell-24-wqhd-8-ms-dviordisplayportorhdmiorusborusb-c-negro-98693214.html,24.0,Inch1,0.05913077756972504
189,"Monitor -GB2770QSU-B1 IIYAMA, 27"", WQHD, 0,5 ms, Displayport|HDMI|USB|USB 3,0, ",300.19,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gb2770qsu-b1-iiyama-27-wqhd-5-ms-displayportorhdmiorusborusb-30-negro-98693698.html,27.0,Inch3,0.08994303607715114
190,"Monitor - 345B1C PHILIPS, 34"", WQHD, 4 ms, DVI|Displayport|HDMI|USB, ",442.34,PHILIPS,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-345b1c-philips-34-wqhd-4-ms-dviordisplayportorhdmiorusb-negro-98694000.html,34.0,Inch2,0.0768639508070715
191,"Monitor - Q34E2A AOC, 34"", QHD, 4 ms, Displayport|HDMI|USB, ",324.04,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-q34e2a-aoc-34-qhd-4-ms-displayportorhdmiorusb-negro-98691234.html,34.0,Inch2,0.10492531786199234
192,"Monitor - SW271C BENQ, 27"", UHD 4K, 5 ms, Displayport|HDMI|USB|USB-C, ",1600.35,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-sw271c-benq-27-uhd-4k-5-ms-displayportorhdmiorusborusb-c-negro-98692744.html,27.0,Inch3,0.016871309401068516
193,"Monitor - 38WQ88C-W,AEU LG ELECTRONICS, 38"", WQHD, 5 ms, HDMI|USB, ",1367.7,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-38wq88c-waeu-lg-electronics-38-wqhd-5-ms-hdmiorusb-negro-98693472.html,38.0,Inch2,0.027783870731885648
194,"Monitor - 24G2SAE/BK AOC, 24"", Full-HD, 1 ms, Bluetooth|Displayport|HDMI|Jack Audio|USB|VGA, ",211.71,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-24g2saebk-aoc-24-full-hd-1-ms-bluetoothordisplayportorhdmiorjack-audioorusborvga-negro-98693797.html,24.0,Inch1,0.11336261867649142
195,"Monitor - DELL-C2423H DELL, 24"", Full-HD, 5 ms, Displayport|HDMI|Jack Audio|USB, ",291.68,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-c2423h-dell-24-full-hd-5-ms-displayportorhdmiorjack-audioorusb-negro-98691865.html,24.0,Inch1,0.08228195282501372
196,"Monitor - XUB2292HS-B1 A IIYAMA, 24"", Full-HD, 4 ms, DVI|Displayport|HDMI|USB|VGA, ",141.52,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2292hs-b1-a-iiyama-22-full-hd-4-ms-dviordisplayportorhdmiorusborvga-negro-98693325.html,24.0,Inch1,0.16958733747880156
197,"Monitor - LF24T450FQRXEN SAMSUNG, 24"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",153.83,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-lf24t450fqrxen-samsung-24-full-hd-5-ms-dviordisplayportorhdmiorusborusb-20-negro-98691243.html,24.0,Inch1,0.1560163817200806
198,"Monitor - 24BP750C LG ELECTRONICS, 23"", Full-HD, 5 ms, Displayport|HDMI|USB|USB-C, ",211.9,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-24bp750c-lg-electronics-23-full-hd-5-ms-displayportorhdmiorusborusb-c-negro-98693069.html,23.0,Inch1,0.10854176498348277
199,"Monitor -GB3466WQSU-B1 IIYAMA, 34"", WQHD, 1 ms, DVI|Displayport|HDMI|USB|USB 3,0, ",398.82,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gb3466wqsu-b1-iiyama-34-wqhd-1-ms-dviordisplayportorhdmiorusborusb-30-negro-98693420.html,34.0,Inch2,0.08525149190110827
200,"Monitor - DELL-C2723H DELL, 27"", Full-HD, 5 ms, Displayport|HDMI|Jack Audio|USB, ",331.04,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-c2723h-dell-27-full-hd-5-ms-displayportorhdmiorjack-audioorusb-negro-98693473.html,27.0,Inch3,0.08156114064765586
201,"Monitor - 24G2SU/BK AOC, 24"", Full-HD, 1 ms, Bluetooth|Displayport|HDMI|Jack Audio|USB|USB 3,0|VGA, ",215.62,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-24g2subk-aoc-24-full-hd-4-ms-bluetoothordisplayportorhdmiorjack-audioorusborusb-30orvga-negro-98693545.html,24.0,Inch1,0.1113069288563213
202,"Monitor gaming - EX3415R BENQ, 34"", QHD, 1 ms, DVI|Displayport|HDMI|Jack Audio|USB|USB 3,0, ",901.13,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-ex3415r-benq-34-wqhd-1-ms-dviordisplayportorhdmiorjack-audioorusborusb-30-negro-98692100.html,34.0,Inch2,0.03773040515796833
203,"Monitor - C27G2ZE/BK AOC, 27"", Full-HD, 0,5 ms, Bluetooth|DVI|Displayport|HDMI|USB, ",251.34,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-c27g2zebk-aoc-27-full-hd-5-ms-bluetoothordviordisplayportorhdmiorusb-negro-98692176.html,27.0,Inch3,0.107424206254476
204,"Monitor - 27BP450Y LG ELECTRONICS, 27"", Full-HD, 5 ms, HDMI|USB, Multicolor",194.57,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27bp450y-lg-electronics-27-full-hd-5-ms-hdmiorusb-multicolor-98692578.html,27.0,Inch3,0.13876753867502697
205,"Monitor - LS32A800NMUXEN SAMSUNG, 32"", UHD 4K, 5 ms, Displayport|HDMI|USB|USB 2,0|USB 3,0, ",454.75,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls32a800nmuxen-samsung-32-uhd-4k-5-ms-displayportorhdmiorusborusb-20orusb-30-negro-98692751.html,32.0,Inch2,0.07036833424958769
206,"Monitor - DELL-P2422HE DELL, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|USB 2,0|USB-C|VGA, ",300.58,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-p2422he-dell-24-full-hd-5-ms-displayportorhdmiorusborusb-20orusb-corvga-negro-98691607.html,24.0,Inch1,0.07984563177856145
207,"Monitor - XUB2294HSU-W1 IIYAMA, 21,5"", Full-HD, 4 ms, DVI|Displayport|HDMI|USB|USB 2,0|VGA, ",141.52,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2294hsu-w1-iiyama-22-full-hd-4-ms-dviordisplayportorhdmiorusborusb-20orvga-negro-98692449.html,21.5,Inch1,0.15192198982475974
208,"Monitor - T24t-20 LENOVO, 24"", Full-HD, 6 ms, Displayport|HDMI|USB|USB-C|VGA, ",379.1,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-t24t-20-lenovo-24-full-hd-4-ms-displayportorhdmiorusborusb-corvga-negro-98693217.html,24.0,Inch1,0.06330783434450013
209,"Monitor - 272E1GAJ/00 PHILIPS, 27"", Full-HD, 1 ms, DVI|Displayport|HDMI|USB, ",232.66,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-272e1gaj00-philips-27-full-hd-1-ms-dviordisplayportorhdmiorusb-negro-98693415.html,27.0,Inch3,0.11604917046333706
210,"Monitor - 49VL5G-A LG ELECTRONICS, 49"", Full-HD, 8 ms, DVI|Displayport|Ethernet|HDMI|RJ-45|USB|USB 2,0, ",1493.51,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-49vl5g-a-lg-electronics-49-full-hd-8-ms-dviordisplayportorethernetorhdmiorrj-45orusborusb-20-negro-98690982.html,49.0,Inch3,0.03280861862324323
211,"Monitor - E27q G4 QHD HP, 27"", WQHD, 5 ms, DVI|Displayport|HDMI|USB|VGA, ",306.12,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-e27q-g4-qhd-hp-27-wqhd-5-ms-dviordisplayportorhdmiorusborvga-negro-98690976.html,27.0,Inch3,0.08820070560564484
212,"Monitor - XU2494HSU-B1 IIYAMA, 24"", Full-HD, 3 ms, Displayport|HDMI|USB|USB 2,0|VGA, ",153.73,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xu2494hsu-b1-iiyama-24-full-hd-3-ms-displayportorhdmiorusborusb-20orvga-negro-98690980.html,24.0,Inch1,0.1561178689910883
213,"Monitor - B32-9 TS UHD FUJITSU, 32"", UHD 4K, 5 ms, Displayport|HDMI|USB, ",604.1,FUJITSU,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-b32-9-ts-uhd-fujitsu-32-uhd-4k-5-ms-displayportorhdmiorusb-negro-98690983.html,32.0,Inch2,0.052971362357225625
214,"Monitor - 32SM5J-B LG, 32"", Full-HD, 1 ms, Bluetooth|Ethernet|HDMI|USB|WiFi, ",570.04,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-32sm5j-b-lg-electronics-32-full-hd-1-ms-bluetoothorethernetorhdmiorusborwifi-negro-98691065.html,32.0,Inch2,0.05613641147989615
215,"Monitor - 27P2Q AOC, 27"", Full-HD, 4 ms, DVI|Displayport|HDMI|Jack Audio|USB|VGA, ",230.91,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27p2q-aoc-27-full-hd-4-ms-dviordisplayportorhdmiorjack-audioorusborvga-negro-98691066.html,27.0,Inch3,0.11692867350915942
216,"Monitor - XUB2793HS-B4 IIYAMA, 27"", Full-HD, 4 ms, Displayport|HDMI|USB|VGA, ",197.67,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2793hs-b4-iiyama-27-full-hd-4-ms-displayportorhdmiorusborvga-negro-98691069.html,27.0,Inch3,0.13659128851115496
217,"Monitor - 62A2GAT2EU LENOVO, 32"", UHD 4K, 4 ms, DVI|Displayport|Ethernet|HDMI|USB|USB-C, ",853.71,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-62a2gat2eu-lenovo-32-uhd-4k-4-ms-dviordisplayportorethernetorhdmiorusborusb-c-negro-98691070.html,32.0,Inch2,0.037483454568881705
218,"Monitor - 27NE6000 NEC, 32"", Full-HD, 8 ms, HDMI|USB, ",460.45,NEC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27ne6000-nec-display-32-full-hd-8-ms-hdmiorusb-negro-98691140.html,32.0,Inch2,0.06949723096970355
219,"Monitor - U32E2N AOC, 32"", UHD 4K, 4 ms, Displayport|HDMI|USB, ",429.68,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-u32e2n-aoc-32-uhd-4k-4-ms-displayportorhdmiorusb-negro-98691147.html,32.0,Inch2,0.07447402718301992
220,"Monitor - XUB3493WQSU-B1 IIYAMA, 34"", QHD, 4 ms, DVI|Displayport|HDMI|Jack Audio|USB|USB 3,0, ",405.46,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub3493wqsu-b1-iiyama-34-qhd-4-ms-dviordisplayportorhdmiorjack-audioorusborusb-30-negro-98691235.html,34.0,Inch2,0.08385537414294876
221,"Monitor - TD1630-3 VIEWSONIC, 18"", VGA, 5 ms, HDMI|USB|VGA, ",282.01,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-td1630-3-viewsonic-18-vga-5-ms-hdmiorusborvga-negro-98691236.html,18.0,Inch1,0.0638275238466721
222,"Monitor - VG2755-2K VIEWSONIC, 27"", WQHD, 5 ms, DVI|Displayport|HDMI|USB|USB-C, ",358.08,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg2755-2k-viewsonic-27-wqhd-5-ms-dviordisplayportorhdmiorusborusb-c-negro-98691237.html,27.0,Inch3,0.07540214477211797
